Zeit t / s;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s
274,001;24;274;15,2314285714286;14,4284016649488
275;30;275;15,2866428571429;20,0232630269848
276;25;276;15,3418571428571;15,9925091087335
277;36;277;15,3970714285714;10,0094489197803
278;54;278;15,4522857142857;15,5518490315364
279;38;279;15,5075;19,0185659240551
280,001;39;280;15,5627142857143;9,97104850671362
281,001;49;281;15,6179285714286;11,0308024126571
282;59;282;15,6731428571429;21,0787131290318
283;45;283;15,7283571428571;17,7543912990167
283,999;37;284;15,7835714285714;10,0090752285097
285;29;285;15,8387857142857;10,0037323925557
286;35;286;15,894;11,0928399711409
287;31;287;15,9492142857143;10,0007630582213
288;17;288;16,0044285714286;15,0135782801966
289;22;289;16,0596428571429;13,0056899893704
290;24;290;16,1148571428571;12,0133648684161
291,001;24;291;16,1700714285714;7,7705891194435
292;19;292;16,2252857142857;14,0006328286039
292,999;27;293;16,2805;25,5430054255565
294;31;294;16,3357142857143;8,01015286876116
295;27;295;16,3909285714286;8,87301112841964
296;30;296;16,4461428571429;10,9892228691322
297;26;297;16,5013571428571;11,0260567773763
298;34;298;16,5565714285714;13,3136409790319
299;46;299;16,6117857142857;14,4275241647157
300;42;300;16,667;8,88450290595432
;44;301;16,7222142857143;
;58;302;16,7774285714286;
;60;303;16,8326428571429;
;66;304;16,8878571428571;
;70;305;16,9430714285714;
;60;306;16,9982857142857;
;72;307;17,0535;
;78;308;17,1087142857143;
;60;309;17,1639285714286;
;76;310;17,2191428571429;
;62;311;17,2743571428571;
;58;312;17,3295714285714;
;62;313;17,3847857142857;
;52;314;17,44;
;44;315;17,4952142857143;
;40;316;17,5504285714286;
;35;317;17,6056428571429;
;31;318;17,6608571428571;
;25;319;17,7160714285714;
;19;320;17,7712857142857;
;8;321;17,8265;
;13;322;17,8817142857143;
;6;323;17,9369285714286;
;4;324;17,9921428571429;
;1;325;18,0473571428571;
;9;326;18,1025714285714;
;4;327;18,1577857142857;
;4;328;18,213;
;4;329;18,2682142857143;
;6;330;18,3234285714286;
;1;331;18,3786428571429;
;6;332;18,4338571428571;
;4;333;18,4890714285714;
;1;334;18,5442857142857;
;3;335;18,5995;
;5;336;18,6547142857143;
;6;337;18,7099285714286;
;2;338;18,7651428571429;
;8;339;18,8203571428571;
;2;340;18,8755714285714;
;4;341;18,9307857142857;
;4;342;18,986;
;3;343;19,0412142857143;
;0;344;19,0964285714286;
;3;345;19,1516428571429;
;2;346;19,2068571428571;
;3;347;19,2620714285714;
;5;348;19,3172857142857;
;1;349;19,3725;
;2;350;19,4277142857143;
;8;351;19,4829285714286;
;4;352;19,5381428571429;
;4;353;19,5933571428571;
;6;354;19,6485714285714;
;4;355;19,7037857142857;
;1;356;19,759;
;1;357;19,8142142857143;
;0;358;19,8694285714286;
;0;359;19,9246428571429;
;3;360;19,9798571428571;
;2;361;20,0350714285714;
;4;362;20,0902857142857;
;2;363;20,1455;
;3;364;20,2007142857143;
;4;365;20,2559285714286;
;2;366;20,3111428571429;
;2;367;20,3663571428571;
;1;368;20,4215714285714;
;2;369;20,4767857142857;
;6;370;20,532;
;5;371;20,5872142857143;
;2;372;20,6424285714286;
;1;373;20,6976428571429;
;6;374;20,7528571428571;
;2;375;20,8080714285714;
;3;376;20,8632857142857;
;7;377;20,9185;
;5;378;20,9737142857143;
;1;379;21,0289285714286;
;4;380;21,0841428571429;
;4;381;21,1393571428571;
;4;382;21,1945714285714;
;6;383;21,2497857142857;
;1;384;21,305;
;5;385;21,3602142857143;
;4;386;21,4154285714286;
;2;387;21,4706428571429;
;3;388;21,5258571428571;
;5;389;21,5810714285714;
;3;390;21,6362857142857;
;2;391;21,6915;
;3;392;21,7467142857143;
;7;393;21,8019285714286;
;10;394;21,8571428571429;
;5;395;21,9123571428571;
;6;396;21,9675714285714;
;4;397;22,0227857142857;
;6;398;22,078;
;1;399;22,1332142857143;
;3;400;22,1884285714286;
;2;401;22,2436428571429;
;5;402;22,2988571428571;
;2;403;22,3540714285714;
;3;404;22,4092857142857;
;8;405;22,4645;
;2;406;22,5197142857143;
;5;407;22,5749285714286;
;2;408;22,6301428571429;
;4;409;22,6853571428571;
;4;410;22,7405714285714;
;3;411;22,7957857142857;
;1;412;22,851;
;2;413;22,9062142857143;
;2;414;22,9614285714286;
;6;415;23,0166428571429;
;4;416;23,0718571428571;
;8;417;23,1270714285714;
;3;418;23,1822857142857;
;2;419;23,2375;
;0;420;23,2927142857143;
;6;421;23,3479285714286;
;5;422;23,4031428571429;
;1;423;23,4583571428571;
;4;424;23,5135714285714;
;6;425;23,5687857142857;
;1;426;23,624;
;2;427;23,6792142857143;
;7;428;23,7344285714286;
;4;429;23,7896428571429;
;4;430;23,8448571428571;
;9;431;23,9000714285714;
;3;432;23,9552857142857;
;2;433;24,0105;
;2;434;24,0657142857143;
;3;435;24,1209285714286;
;4;436;24,1761428571429;
;0;437;24,2313571428571;
;2;438;24,2865714285714;
;4;439;24,3417857142857;
;1;440;24,397;
;2;441;24,4522142857143;
;3;442;24,5074285714286;
;0;443;24,5626428571429;
;3;444;24,6178571428571;
;4;445;24,6730714285714;
;2;446;24,7282857142857;
;3;447;24,7835;
;0;448;24,8387142857143;
;2;449;24,8939285714286;
;2;450;24,9491428571429;
;2;451;25,0043571428571;
;2;452;25,0595714285714;
;4;453;25,1147857142857;
;4;454;25,17;
;2;455;25,2252142857143;
;3;456;25,2804285714286;
;2;457;25,3356428571429;
;3;458;25,3908571428571;
;2;459;25,4460714285714;
;3;460;25,5012857142857;
;2;461;25,5565;
;1;462;25,6117142857143;
;4;463;25,6669285714286;
;1;464;25,7221428571429;
;3;465;25,7773571428571;
;2;466;25,8325714285714;
;2;467;25,8877857142857;
;2;468;25,943;
;0;469;25,9982142857143;
;1;470;26,0534285714286;
;3;471;26,1086428571429;
;3;472;26,1638571428571;
