Zeit t / s;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s
0;3;0;0,102714285714285;
1;2;1;0,15792857142857;12,0064542331974
2;1;2;0,213142857142856;14,4399006890276
3;0;3;0,268357142857141;11,0084181373496
4;0;4;0,32357142857143;23,3074310083394
5;0;5;0,378785714285716;12,9889490021889
6;0;6;0,434000000000001;14,012591714915
7,001;0;7;0,489214285714286;14,0092194673315
8;0;8;0,544428571428572;9,99467172944912
9;0;9;0,599642857142857;12,0043719922796
10;0;10;0,654857142857143;15,530025918504
11,001;0;11;0,710071428571428;10,0100270440901
12,001;0;12;0,765285714285714;13,0147717659544
13;0;13;0,820500000000003;22,9986522789765
14,001;0;14;0,875714285714288;16,6429153772106
15;0;15;0,930928571428574;11,1105580522214
16;0;16;0,986142857142859;13,3074459152129
17;0;17;1,04135714285714;13,0238584062143
18;0;18;1,09657142857143;9,01211318132702
19;0;19;1,15178571428572;16,6528891763548
19,999;0;20;1,207;18,8887545688564
21;0;21;1,26221428571429;11,0173578472884
22;0;22;1,31742857142857;13,3301148511587
23;0;23;1,37264285714286;13,3150325608025
24,001;0;24;1,42785714285714;11,0982741073936
25;0;25;1,48307142857143;13,9970494219818
26;0;26;1,53828571428571;20,0027943903763
27;0;27;1,5935;17,0418069608363
28;0;28;1,64871428571429;17,7301427941375
29;0;29;1,70392857142857;16,0217960513483
29,999;0;30;1,75914285714286;12,2220388916388
31;0;31;1,81435714285714;12,9901184169202
32;0;32;1,86957142857143;16,0117750593787
33;0;33;1,92478571428571;13,0007826471154
34;0;34;1,98;9,99467061952188
35;0;35;2,03521428571429;12,9999259004224
36;0;36;2,09042857142857;15,0070337967405
37;0;37;2,14564285714286;14,4155029197492
38;0;38;2,20085714285714;12,0235240247544
39;1;39;2,25607142857143;11,1044237803456
40,001;2;40;2,31128571428571;19,9434072580042
41;0;41;2,3665;21,0358492943675
42;1;42;2,42171428571429;16,9923772195793
43;1;43;2,47692857142857;16,6654075025443
44;4;44;2,53214285714286;15,00046201423
45;2;45;2,58735714285715;15,5552116125432
45,999;4;46;2,64257142857143;14,0040457688226
47;2;47;2,69778571428571;6,65564934844521
48,001;2;48;2,753;18,0257768609111
49;1;49;2,80821428571429;13,331486181859
50,001;7;50;2,86342857142857;15,000748537352
51;3;51;2,91864285714286;8,8844160789718
52;5;52;2,97385714285714;15,0008280457081
53,001;3;53;3,02907142857143;12,9989951776728
54;4;54;3,08428571428571;18,9970991429609
55;7;55;3,1395;18,882485628207
56;4;56;3,19471428571429;10,017595907211
57;8;57;3,24992857142857;21,1073305536831
58;5;58;3,30514285714286;9,99883680198537
59,001;4;59;3,36035714285714;14,4098368196825
60;4;60;3,41557142857143;12,0088877778444
61;3;61;3,47078571428571;15,5536199939563
62;7;62;3,526;19,0011457690899
62,999;4;63;3,58121428571429;13,0193962966027
64,001;5;64;3,63642857142857;12,189929743894
65;2;65;3,69164285714286;19,9974863159701
66;3;66;3,74685714285714;16,040061657997
67,001;4;67;3,80207142857143;14,4172039385583
68;3;68;3,85728571428571;13,9923322019533
69,001;2;69;3,9125;17,7690077852686
69,999;0;70;3,96771428571429;16,0024563770539
71;3;71;4,02292857142857;15,0199600248771
72;5;72;4,07814285714286;8,88395533236099
72,999;1;73;4,13335714285714;18,9844270744708
73,999;6;74;4,18857142857143;19,0294652239528
75,001;3;75;4,24378571428572;13,3265693590187
76,001;2;76;4,299;19,9675505118016
77;3;77;4,35421428571429;12,0126348893766
77,999;3;78;4,40942857142857;16,9981573997379
79;3;79;4,46464285714286;12,0096040803831
80;4;80;4,51985714285714;17,7614806325485
81;6;81;4,57507142857143;19,0087915660993
82;8;82;4,63028571428571;14,0132775805075
82,999;3;83;4,6855;12,2047504439201
84;5;84;4,74071428571429;12,985944014199
85;4;85;4,79592857142857;11,0205875596201
86,001;2;86;4,85114285714286;13,3112898373627
87,001;5;87;4,90635714285714;10,0007270528567
88;6;88;4,96157142857143;19,0166052997477
89,001;4;89;5,01678571428572;16,0080808792278
90;3;90;5,072;12,013712451392
91,001;3;91;5,12721428571429;22,0908845499446
91,999;1;92;5,18242857142857;17,0939070879785
93,001;0;93;5,23764285714286;12,1976115080694
94,001;4;94;5,29285714285714;12,0080874468955
95,001;11;95;5,34807142857143;15,9885585874748
96;4;96;5,40328571428572;21,0976812648926
97,001;4;97;5,4585;21,0492594770281
98,001;6;98;5,51371428571429;23,3249415377001
99;6;99;5,56892857142857;11,1026915700039
100;2;100;5,62414285714286;22,221328431012
101,001;3;101;5,67935714285714;14,000994070579
101,999;2;102;5,73457142857143;18,8840503755371
103;5;103;5,78978571428571;8,88392869536731
104;3;104;5,845;21,0040789921403
104,999;4;105;5,90021428571429;11,9881916312432
106,001;5;106;5,95542857142857;12,0184880401522
107;4;107;6,01064285714286;12,220816828287
108,001;3;108;6,06585714285714;16,9520477425506
109;3;109;6,12107142857143;12,0237167813512
110;4;110;6,17628571428572;7,99957442264072
111;5;111;6,2315;9,97966034336907
112;4;112;6,28671428571429;12,0027846460379
113;6;113;6,34192857142857;11,0148513240402
114;4;114;6,39714285714286;16,6379920117673
115;3;115;6,45235714285714;14,0241594194319
116,001;3;116;6,50757142857143;18,8649995111746
117,001;2;117;6,56278571428571;7,77351357372073
118;4;118;6,618;13,000117001053
119;5;119;6,67321428571429;15,0206879935735
120;3;120;6,72842857142857;13,31251699426
121,001;4;121;6,78364285714286;16,004021810681
122;3;122;6,83885714285714;12,0012301260879
123,001;8;123;6,89407142857143;16,6610574439939
124,001;10;124;6,94928571428571;19,9951478441232
125;6;125;7,0045;5,54071260212919
126;9;126;7,05971428571429;6,02637926997848
127;3;127;7,11492857142857;25,4641590300945
128;4;128;7,17014285714286;16,0296388021452
129;5;129;7,22535714285714;15,5319917982208
130;5;130;7,28057142857143;12,0273730984347
131,001;6;131;7,33578571428571;13,3200281052593
132,001;2;132;7,391;15,5298622612145
133;7;133;7,44621428571429;12,0113050403039
133,999;5;134;7,50142857142857;15,021471691636
134,999;3;135;7,55664285714286;9,99141238105848
135,999;5;136;7,61185714285714;13,0010608865683
137;8;137;7,66707142857143;18,8788516327708
138,001;2;138;7,72228571428572;6,97322074039068
139;4;139;7,7775;14,0852878263171
140;2;140;7,83271428571429;15,5120373964198
141;8;141;7,88792857142857;13,0034680249222
141,999;5;142;7,94314285714286;10,0134781415786
143;4;143;7,99835714285714;16,6244350601356
144,001;6;144;8,05357142857143;8,00919696087017
145;5;145;8,10878571428571;11,9965377991912
146;7;146;8,164;12,2182553619814
147;2;147;8,21921428571429;15,0033052281418
